geliþ_zamaný,týr_plakasý,ülke,20_ton_adet,30_ton_adet,yük_miktarý,maliyet
433,41_kostu_613,Mordor,0,1,30,30000
433,41_kostu_644,Lilliputa,1,0,20,20000
433,41_kostu_938,Lilliputa,0,1,30,30000
433,41_kostu_061,Lilliputa,0,1,30,30000
433,41_kostu_834,Neverland,0,1,30,30000
437,41_kostu_254,Neverland,0,1,30,30000
437,41_kostu_208,Oceania,0,1,30,30000
437,41_kostu_559,Neverland,0,1,30,30000
437,41_kostu_834,Lilliputa,1,0,20,20000
437,41_kostu_608,Mordor,0,1,30,30000
442,41_kostu_863,Neverland,1,0,20,20000
442,41_kostu_895,Mordor,1,0,20,20000
442,41_kostu_610,Mordor,0,1,30,30000
442,41_kostu_109,Neverland,1,0,20,20000
442,41_kostu_048,Neverland,1,0,20,20000
447,41_kostu_872,Oceania,1,0,20,20000
447,41_kostu_866,Mordor,0,1,30,30000
447,41_kostu_353,Neverland,1,0,20,20000
447,41_kostu_958,Oceania,1,0,20,20000
447,41_kostu_760,Mordor,0,1,30,30000
447,41_kostu_509,Lilliputa,0,1,30,30000
447,41_kostu_280,Lilliputa,0,1,30,30000
449,41_kostu_440,Oceania,0,1,30,30000
450,41_kostu_362,Mordor,1,0,20,20000
450,41_kostu_707,Mordor,1,0,20,20000
455,41_kostu_643,Oceania,1,0,20,20000
455,41_kostu_302,Mordor,0,1,30,30000
455,41_kostu_362,Mordor,0,1,30,30000
455,41_kostu_986,Oceania,1,0,20,20000
455,41_kostu_591,Oceania,0,1,30,30000
455,41_kostu_022,Lilliputa,1,0,20,20000
455,41_kostu_767,Mordor,0,1,30,30000
458,41_kostu_068,Neverland,0,1,30,30000
462,41_kostu_601,Lilliputa,1,0,20,20000
462,41_kostu_507,Neverland,0,1,30,30000
462,41_kostu_486,Oceania,1,0,20,20000
462,41_kostu_061,Neverland,1,0,20,20000
462,41_kostu_611,Neverland,0,1,30,30000
466,41_kostu_738,Mordor,0,1,30,30000
469,41_kostu_092,Lilliputa,1,0,20,20000
469,41_kostu_105,Mordor,0,1,30,30000
469,41_kostu_896,Neverland,1,0,20,20000
469,41_kostu_265,Oceania,1,0,20,20000
472,41_kostu_786,Neverland,1,0,20,20000
472,41_kostu_612,Mordor,0,1,30,30000
472,41_kostu_072,Lilliputa,0,1,30,30000
474,41_kostu_182,Oceania,0,1,30,30000
478,41_kostu_340,Mordor,0,1,30,30000
478,41_kostu_698,Mordor,0,1,30,30000
478,41_kostu_610,Neverland,0,1,30,30000
478,41_kostu_752,Oceania,0,1,30,30000
478,41_kostu_561,Mordor,1,0,20,20000
478,41_kostu_964,Lilliputa,1,0,20,20000
478,41_kostu_585,Lilliputa,0,1,30,30000
481,41_kostu_835,Mordor,1,0,20,20000
482,41_kostu_665,Mordor,1,0,20,20000
482,41_kostu_710,Oceania,0,1,30,30000
482,41_kostu_302,Oceania,0,1,30,30000
482,41_kostu_472,Lilliputa,1,0,20,20000
482,41_kostu_697,Oceania,1,0,20,20000
482,41_kostu_916,Mordor,0,1,30,30000
482,41_kostu_625,Oceania,1,0,20,20000
485,41_kostu_950,Mordor,0,1,30,30000
485,41_kostu_439,Mordor,1,0,20,20000
490,41_kostu_851,Oceania,0,1,30,30000
490,41_kostu_683,Neverland,1,0,20,20000
494,41_kostu_169,Neverland,0,1,30,30000
497,41_kostu_756,Mordor,0,1,30,30000
497,41_kostu_123,Neverland,0,1,30,30000
497,41_kostu_169,Mordor,1,0,20,20000
497,41_kostu_151,Neverland,1,0,20,20000
497,41_kostu_032,Neverland,0,1,30,30000
500,41_kostu_565,Neverland,1,0,20,20000
500,41_kostu_096,Oceania,0,1,30,30000
500,41_kostu_937,Neverland,1,0,20,20000
502,41_kostu_552,Oceania,0,1,30,30000
502,41_kostu_481,Mordor,1,0,20,20000
504,41_kostu_737,Oceania,0,1,30,30000
504,41_kostu_401,Oceania,1,0,20,20000
504,41_kostu_947,Oceania,1,0,20,20000
504,41_kostu_427,Lilliputa,1,0,20,20000
504,41_kostu_664,Lilliputa,0,1,30,30000
504,41_kostu_243,Lilliputa,0,1,30,30000
508,41_kostu_572,Neverland,1,0,20,20000
508,41_kostu_599,Mordor,1,0,20,20000
508,41_kostu_450,Neverland,0,1,30,30000
513,41_kostu_363,Mordor,0,1,30,30000
513,41_kostu_845,Lilliputa,1,0,20,20000
513,41_kostu_030,Oceania,1,0,20,20000
513,41_kostu_183,Lilliputa,1,0,20,20000
514,41_kostu_645,Oceania,0,1,30,30000
514,41_kostu_079,Neverland,0,1,30,30000
514,41_kostu_377,Lilliputa,1,0,20,20000
514,41_kostu_361,Mordor,0,1,30,30000
514,41_kostu_950,Mordor,1,0,20,20000
514,41_kostu_093,Neverland,1,0,20,20000
514,41_kostu_360,Neverland,0,1,30,30000
516,41_kostu_711,Neverland,0,1,30,30000
516,41_kostu_695,Lilliputa,1,0,20,20000
518,41_kostu_537,Oceania,1,0,20,20000
518,41_kostu_948,Lilliputa,0,1,30,30000
518,41_kostu_903,Lilliputa,1,0,20,20000
518,41_kostu_423,Neverland,0,1,30,30000
520,41_kostu_043,Oceania,0,1,30,30000
520,41_kostu_495,Neverland,0,1,30,30000
523,41_kostu_705,Neverland,0,1,30,30000
523,41_kostu_433,Mordor,1,0,20,20000
527,41_kostu_408,Oceania,1,0,20,20000
527,41_kostu_559,Lilliputa,0,1,30,30000
527,41_kostu_901,Mordor,1,0,20,20000
527,41_kostu_029,Mordor,0,1,30,30000
527,41_kostu_363,Oceania,0,1,30,30000
532,41_kostu_483,Mordor,1,0,20,20000
532,41_kostu_012,Lilliputa,0,1,30,30000
532,41_kostu_641,Oceania,0,1,30,30000
532,41_kostu_825,Mordor,1,0,20,20000
537,41_kostu_909,Mordor,0,1,30,30000
537,41_kostu_763,Mordor,0,1,30,30000
538,41_kostu_587,Oceania,1,0,20,20000
538,41_kostu_981,Mordor,0,1,30,30000
538,41_kostu_403,Oceania,0,1,30,30000
538,41_kostu_491,Mordor,1,0,20,20000
541,41_kostu_297,Lilliputa,1,0,20,20000
541,41_kostu_415,Oceania,0,1,30,30000
541,41_kostu_291,Mordor,1,0,20,20000
543,41_kostu_359,Lilliputa,0,1,30,30000
543,41_kostu_337,Lilliputa,0,1,30,30000
543,41_kostu_571,Mordor,1,0,20,20000
543,41_kostu_645,Oceania,1,0,20,20000
543,41_kostu_293,Mordor,1,0,20,20000
545,41_kostu_658,Oceania,1,0,20,20000
545,41_kostu_460,Neverland,1,0,20,20000
545,41_kostu_310,Oceania,1,0,20,20000
545,41_kostu_018,Neverland,0,1,30,30000
545,41_kostu_997,Lilliputa,0,1,30,30000
550,41_kostu_857,Neverland,0,1,30,30000
550,41_kostu_783,Neverland,1,0,20,20000
550,41_kostu_982,Oceania,1,0,20,20000
550,41_kostu_831,Neverland,1,0,20,20000
550,41_kostu_092,Lilliputa,0,1,30,30000
550,41_kostu_885,Neverland,1,0,20,20000
555,41_kostu_927,Lilliputa,1,0,20,20000
557,41_kostu_565,Lilliputa,0,1,30,30000
557,41_kostu_391,Lilliputa,1,0,20,20000
557,41_kostu_575,Oceania,0,1,30,30000
557,41_kostu_970,Neverland,0,1,30,30000
557,41_kostu_085,Oceania,0,1,30,30000
560,41_kostu_487,Oceania,1,0,20,20000
565,41_kostu_783,Oceania,1,0,20,20000
565,41_kostu_143,Neverland,1,0,20,20000
566,41_kostu_320,Lilliputa,1,0,20,20000
566,41_kostu_812,Neverland,1,0,20,20000
568,41_kostu_035,Oceania,1,0,20,20000
568,41_kostu_709,Oceania,0,1,30,30000
568,41_kostu_978,Oceania,0,1,30,30000
568,41_kostu_012,Lilliputa,0,1,30,30000
573,41_kostu_232,Oceania,1,0,20,20000
573,41_kostu_624,Mordor,0,1,30,30000
573,41_kostu_097,Oceania,0,1,30,30000
573,41_kostu_703,Mordor,1,0,20,20000
573,41_kostu_356,Lilliputa,0,1,30,30000
573,41_kostu_642,Neverland,1,0,20,20000
575,41_kostu_633,Mordor,0,1,30,30000
575,41_kostu_803,Lilliputa,1,0,20,20000
580,41_kostu_807,Lilliputa,0,1,30,30000
580,41_kostu_733,Mordor,1,0,20,20000
580,41_kostu_632,Lilliputa,0,1,30,30000
580,41_kostu_517,Mordor,0,1,30,30000
580,41_kostu_228,Lilliputa,1,0,20,20000
580,41_kostu_742,Mordor,0,1,30,30000
580,41_kostu_064,Oceania,0,1,30,30000
581,41_kostu_410,Neverland,0,1,30,30000
581,41_kostu_757,Neverland,0,1,30,30000
581,41_kostu_682,Lilliputa,1,0,20,20000
586,41_kostu_115,Oceania,1,0,20,20000
586,41_kostu_481,Oceania,1,0,20,20000
586,41_kostu_944,Mordor,1,0,20,20000
586,41_kostu_904,Oceania,0,1,30,30000
586,41_kostu_320,Lilliputa,0,1,30,30000
586,41_kostu_251,Lilliputa,1,0,20,20000
590,41_kostu_705,Lilliputa,1,0,20,20000
590,41_kostu_747,Oceania,0,1,30,30000
590,41_kostu_551,Oceania,1,0,20,20000
590,41_kostu_807,Oceania,1,0,20,20000
590,41_kostu_395,Neverland,1,0,20,20000
590,41_kostu_278,Lilliputa,0,1,30,30000
591,41_kostu_049,Neverland,1,0,20,20000
591,41_kostu_699,Lilliputa,1,0,20,20000
591,41_kostu_295,Neverland,0,1,30,30000
591,41_kostu_103,Lilliputa,1,0,20,20000
591,41_kostu_748,Mordor,0,1,30,30000
591,41_kostu_949,Lilliputa,1,0,20,20000
591,41_kostu_517,Mordor,1,0,20,20000
595,41_kostu_770,Lilliputa,0,1,30,30000
598,41_kostu_586,Lilliputa,0,1,30,30000
598,41_kostu_700,Neverland,1,0,20,20000
598,41_kostu_798,Oceania,0,1,30,30000
598,41_kostu_355,Neverland,1,0,20,20000
598,41_kostu_921,Oceania,0,1,30,30000
598,41_kostu_707,Mordor,0,1,30,30000
598,41_kostu_139,Lilliputa,0,1,30,30000
600,41_kostu_469,Mordor,0,1,30,30000
600,41_kostu_653,Oceania,1,0,20,20000
600,41_kostu_318,Lilliputa,1,0,20,20000
600,41_kostu_319,Neverland,1,0,20,20000
604,41_kostu_238,Mordor,1,0,20,20000
604,41_kostu_022,Oceania,1,0,20,20000
604,41_kostu_216,Mordor,0,1,30,30000
609,41_kostu_107,Neverland,1,0,20,20000
609,41_kostu_039,Lilliputa,1,0,20,20000
609,41_kostu_837,Lilliputa,1,0,20,20000
610,41_kostu_559,Mordor,1,0,20,20000
610,41_kostu_756,Neverland,0,1,30,30000
610,41_kostu_509,Mordor,0,1,30,30000
610,41_kostu_828,Mordor,0,1,30,30000
610,41_kostu_092,Mordor,0,1,30,30000
610,41_kostu_967,Oceania,0,1,30,30000
610,41_kostu_911,Oceania,1,0,20,20000
611,41_kostu_005,Oceania,0,1,30,30000
611,41_kostu_978,Mordor,0,1,30,30000
616,41_kostu_452,Oceania,0,1,30,30000
616,41_kostu_666,Lilliputa,1,0,20,20000
616,41_kostu_607,Oceania,0,1,30,30000
616,41_kostu_022,Mordor,0,1,30,30000
616,41_kostu_925,Neverland,1,0,20,20000
616,41_kostu_837,Mordor,0,1,30,30000
616,41_kostu_905,Neverland,0,1,30,30000
617,41_kostu_292,Oceania,1,0,20,20000
617,41_kostu_011,Lilliputa,0,1,30,30000
617,41_kostu_261,Oceania,0,1,30,30000
617,41_kostu_966,Lilliputa,0,1,30,30000
617,41_kostu_269,Oceania,0,1,30,30000
617,41_kostu_987,Oceania,0,1,30,30000
617,41_kostu_088,Mordor,0,1,30,30000
619,41_kostu_866,Mordor,1,0,20,20000
619,41_kostu_237,Oceania,0,1,30,30000
624,41_kostu_410,Neverland,0,1,30,30000
629,41_kostu_787,Oceania,0,1,30,30000
629,41_kostu_768,Mordor,0,1,30,30000
629,41_kostu_785,Mordor,1,0,20,20000
629,41_kostu_452,Mordor,0,1,30,30000
629,41_kostu_651,Neverland,0,1,30,30000
632,41_kostu_991,Lilliputa,0,1,30,30000
632,41_kostu_763,Lilliputa,1,0,20,20000
632,41_kostu_759,Oceania,1,0,20,20000
632,41_kostu_060,Oceania,0,1,30,30000
633,41_kostu_180,Oceania,0,1,30,30000
633,41_kostu_512,Oceania,0,1,30,30000
633,41_kostu_415,Neverland,1,0,20,20000
633,41_kostu_102,Neverland,0,1,30,30000
637,41_kostu_207,Oceania,1,0,20,20000
639,41_kostu_925,Lilliputa,0,1,30,30000
639,41_kostu_039,Lilliputa,1,0,20,20000
639,41_kostu_916,Neverland,1,0,20,20000
639,41_kostu_431,Neverland,1,0,20,20000
641,41_kostu_297,Lilliputa,1,0,20,20000
641,41_kostu_831,Mordor,0,1,30,30000
641,41_kostu_730,Oceania,1,0,20,20000
643,41_kostu_923,Lilliputa,1,0,20,20000
647,41_kostu_795,Neverland,0,1,30,30000
647,41_kostu_002,Oceania,1,0,20,20000
647,41_kostu_078,Oceania,0,1,30,30000
647,41_kostu_171,Neverland,1,0,20,20000
647,41_kostu_203,Lilliputa,0,1,30,30000
647,41_kostu_923,Neverland,1,0,20,20000
650,41_kostu_059,Mordor,0,1,30,30000
650,41_kostu_766,Neverland,1,0,20,20000
655,41_kostu_203,Lilliputa,0,1,30,30000
655,41_kostu_923,Oceania,0,1,30,30000
655,41_kostu_796,Mordor,0,1,30,30000
660,41_kostu_837,Neverland,1,0,20,20000
660,41_kostu_883,Lilliputa,0,1,30,30000
660,41_kostu_032,Oceania,1,0,20,20000
665,41_kostu_448,Oceania,0,1,30,30000
665,41_kostu_502,Oceania,0,1,30,30000
665,41_kostu_414,Lilliputa,1,0,20,20000
665,41_kostu_781,Oceania,0,1,30,30000
665,41_kostu_581,Neverland,1,0,20,20000
667,41_kostu_731,Oceania,0,1,30,30000
667,41_kostu_037,Neverland,0,1,30,30000
667,41_kostu_358,Mordor,1,0,20,20000
667,41_kostu_881,Lilliputa,0,1,30,30000
667,41_kostu_606,Neverland,1,0,20,20000
667,41_kostu_803,Lilliputa,0,1,30,30000
671,41_kostu_316,Lilliputa,0,1,30,30000
671,41_kostu_564,Neverland,1,0,20,20000
671,41_kostu_174,Lilliputa,1,0,20,20000
672,41_kostu_891,Neverland,0,1,30,30000
672,41_kostu_259,Mordor,0,1,30,30000
672,41_kostu_440,Mordor,1,0,20,20000
672,41_kostu_731,Lilliputa,1,0,20,20000
672,41_kostu_731,Neverland,0,1,30,30000
674,41_kostu_989,Mordor,0,1,30,30000
674,41_kostu_216,Neverland,0,1,30,30000
674,41_kostu_554,Oceania,1,0,20,20000
674,41_kostu_839,Mordor,0,1,30,30000
674,41_kostu_627,Lilliputa,1,0,20,20000
674,41_kostu_492,Mordor,1,0,20,20000
674,41_kostu_178,Mordor,1,0,20,20000
675,41_kostu_784,Mordor,0,1,30,30000
679,41_kostu_792,Oceania,1,0,20,20000
679,41_kostu_701,Mordor,1,0,20,20000
679,41_kostu_128,Oceania,1,0,20,20000
679,41_kostu_871,Oceania,1,0,20,20000
679,41_kostu_382,Mordor,1,0,20,20000
683,41_kostu_769,Oceania,1,0,20,20000
687,41_kostu_237,Mordor,1,0,20,20000
687,41_kostu_722,Oceania,1,0,20,20000
687,41_kostu_130,Neverland,1,0,20,20000
692,41_kostu_326,Mordor,1,0,20,20000
697,41_kostu_956,Oceania,0,1,30,30000
697,41_kostu_806,Lilliputa,1,0,20,20000
697,41_kostu_073,Mordor,0,1,30,30000
701,41_kostu_916,Mordor,1,0,20,20000
701,41_kostu_078,Oceania,0,1,30,30000
701,41_kostu_196,Lilliputa,1,0,20,20000
701,41_kostu_077,Lilliputa,1,0,20,20000
701,41_kostu_005,Lilliputa,1,0,20,20000
701,41_kostu_904,Neverland,1,0,20,20000
706,41_kostu_170,Neverland,0,1,30,30000
706,41_kostu_798,Mordor,0,1,30,30000
706,41_kostu_341,Neverland,1,0,20,20000
710,41_kostu_148,Mordor,1,0,20,20000
710,41_kostu_975,Mordor,1,0,20,20000
713,41_kostu_145,Lilliputa,0,1,30,30000
717,41_kostu_473,Oceania,1,0,20,20000
717,41_kostu_065,Oceania,0,1,30,30000
719,41_kostu_349,Mordor,0,1,30,30000
719,41_kostu_103,Neverland,0,1,30,30000
722,41_kostu_615,Mordor,1,0,20,20000
722,41_kostu_837,Lilliputa,1,0,20,20000
726,41_kostu_868,Mordor,1,0,20,20000
726,41_kostu_189,Lilliputa,0,1,30,30000
726,41_kostu_187,Lilliputa,0,1,30,30000
726,41_kostu_366,Oceania,0,1,30,30000
726,41_kostu_549,Lilliputa,1,0,20,20000
726,41_kostu_346,Neverland,1,0,20,20000
726,41_kostu_606,Oceania,0,1,30,30000
728,41_kostu_231,Oceania,1,0,20,20000
728,41_kostu_985,Oceania,1,0,20,20000
728,41_kostu_451,Neverland,0,1,30,30000
728,41_kostu_633,Neverland,0,1,30,30000
728,41_kostu_962,Lilliputa,0,1,30,30000
731,41_kostu_503,Mordor,0,1,30,30000
731,41_kostu_198,Neverland,0,1,30,30000
736,41_kostu_888,Oceania,1,0,20,20000
737,41_kostu_458,Oceania,1,0,20,20000
737,41_kostu_929,Mordor,1,0,20,20000
737,41_kostu_079,Mordor,0,1,30,30000
737,41_kostu_532,Lilliputa,0,1,30,30000
737,41_kostu_119,Lilliputa,0,1,30,30000
737,41_kostu_222,Lilliputa,0,1,30,30000
737,41_kostu_923,Neverland,0,1,30,30000
738,41_kostu_396,Mordor,0,1,30,30000
738,41_kostu_422,Lilliputa,0,1,30,30000
738,41_kostu_687,Mordor,1,0,20,20000
743,41_kostu_147,Oceania,1,0,20,20000
743,41_kostu_419,Oceania,0,1,30,30000
743,41_kostu_585,Neverland,1,0,20,20000
743,41_kostu_918,Lilliputa,0,1,30,30000
748,41_kostu_965,Neverland,1,0,20,20000
748,41_kostu_698,Lilliputa,1,0,20,20000
750,41_kostu_152,Lilliputa,1,0,20,20000
750,41_kostu_033,Oceania,0,1,30,30000
755,41_kostu_252,Lilliputa,1,0,20,20000
755,41_kostu_715,Mordor,1,0,20,20000
755,41_kostu_303,Mordor,0,1,30,30000
756,41_kostu_377,Oceania,0,1,30,30000
756,41_kostu_463,Oceania,1,0,20,20000
756,41_kostu_038,Mordor,0,1,30,30000
756,41_kostu_980,Mordor,1,0,20,20000
756,41_kostu_813,Mordor,0,1,30,30000
756,41_kostu_226,Mordor,0,1,30,30000
757,41_kostu_781,Oceania,0,1,30,30000
758,41_kostu_499,Neverland,0,1,30,30000
758,41_kostu_167,Neverland,0,1,30,30000
761,41_kostu_731,Mordor,1,0,20,20000
761,41_kostu_412,Oceania,0,1,30,30000
761,41_kostu_278,Oceania,0,1,30,30000
761,41_kostu_397,Mordor,1,0,20,20000
761,41_kostu_134,Mordor,1,0,20,20000
761,41_kostu_401,Neverland,0,1,30,30000
764,41_kostu_964,Oceania,1,0,20,20000
764,41_kostu_647,Mordor,0,1,30,30000
764,41_kostu_033,Neverland,1,0,20,20000
764,41_kostu_216,Oceania,0,1,30,30000
764,41_kostu_119,Oceania,0,1,30,30000
764,41_kostu_734,Neverland,0,1,30,30000
769,41_kostu_480,Oceania,1,0,20,20000
769,41_kostu_416,Neverland,1,0,20,20000
769,41_kostu_412,Lilliputa,0,1,30,30000
770,41_kostu_938,Neverland,0,1,30,30000
770,41_kostu_726,Oceania,0,1,30,30000
770,41_kostu_272,Oceania,0,1,30,30000
775,41_kostu_290,Mordor,1,0,20,20000
775,41_kostu_888,Neverland,1,0,20,20000
780,41_kostu_699,Neverland,1,0,20,20000
780,41_kostu_803,Neverland,0,1,30,30000
785,41_kostu_180,Lilliputa,0,1,30,30000
785,41_kostu_082,Oceania,1,0,20,20000
785,41_kostu_238,Oceania,0,1,30,30000
785,41_kostu_656,Oceania,1,0,20,20000
785,41_kostu_974,Mordor,1,0,20,20000
785,41_kostu_667,Oceania,0,1,30,30000
790,41_kostu_428,Lilliputa,1,0,20,20000
791,41_kostu_732,Lilliputa,1,0,20,20000
791,41_kostu_671,Mordor,0,1,30,30000
791,41_kostu_063,Mordor,0,1,30,30000
791,41_kostu_078,Oceania,1,0,20,20000
794,41_kostu_730,Oceania,0,1,30,30000
794,41_kostu_628,Mordor,1,0,20,20000
794,41_kostu_402,Oceania,0,1,30,30000
794,41_kostu_485,Lilliputa,1,0,20,20000
794,41_kostu_245,Lilliputa,1,0,20,20000
796,41_kostu_256,Mordor,1,0,20,20000
796,41_kostu_198,Neverland,1,0,20,20000
796,41_kostu_644,Neverland,1,0,20,20000
796,41_kostu_443,Mordor,0,1,30,30000
796,41_kostu_140,Mordor,0,1,30,30000
796,41_kostu_538,Neverland,1,0,20,20000
798,41_kostu_558,Neverland,1,0,20,20000
800,41_kostu_491,Neverland,1,0,20,20000
800,41_kostu_371,Mordor,1,0,20,20000
800,41_kostu_135,Lilliputa,1,0,20,20000
800,41_kostu_180,Mordor,1,0,20,20000
800,41_kostu_624,Neverland,0,1,30,30000
800,41_kostu_685,Mordor,0,1,30,30000
801,41_kostu_587,Mordor,0,1,30,30000
801,41_kostu_898,Oceania,0,1,30,30000
801,41_kostu_488,Neverland,1,0,20,20000
801,41_kostu_142,Mordor,1,0,20,20000
801,41_kostu_153,Lilliputa,1,0,20,20000
805,41_kostu_930,Neverland,0,1,30,30000
805,41_kostu_882,Lilliputa,0,1,30,30000
808,41_kostu_569,Lilliputa,0,1,30,30000
809,41_kostu_621,Mordor,1,0,20,20000
809,41_kostu_252,Lilliputa,1,0,20,20000
809,41_kostu_137,Neverland,1,0,20,20000
809,41_kostu_955,Mordor,1,0,20,20000
809,41_kostu_782,Neverland,1,0,20,20000
809,41_kostu_697,Mordor,1,0,20,20000
810,41_kostu_410,Lilliputa,1,0,20,20000
812,41_kostu_682,Lilliputa,1,0,20,20000
816,41_kostu_162,Neverland,0,1,30,30000
816,41_kostu_695,Mordor,1,0,20,20000
816,41_kostu_497,Lilliputa,0,1,30,30000
818,41_kostu_738,Oceania,0,1,30,30000
818,41_kostu_168,Oceania,0,1,30,30000
818,41_kostu_201,Oceania,1,0,20,20000
818,41_kostu_390,Oceania,1,0,20,20000
818,41_kostu_569,Neverland,0,1,30,30000
818,41_kostu_843,Lilliputa,1,0,20,20000
820,41_kostu_831,Neverland,1,0,20,20000
822,41_kostu_967,Oceania,1,0,20,20000
822,41_kostu_731,Oceania,0,1,30,30000
827,41_kostu_536,Neverland,0,1,30,30000
830,41_kostu_289,Mordor,1,0,20,20000
830,41_kostu_685,Lilliputa,1,0,20,20000
830,41_kostu_582,Lilliputa,0,1,30,30000
830,41_kostu_643,Neverland,0,1,30,30000
830,41_kostu_419,Oceania,1,0,20,20000
830,41_kostu_077,Mordor,1,0,20,20000
835,41_kostu_328,Oceania,1,0,20,20000
835,41_kostu_205,Oceania,1,0,20,20000
835,41_kostu_403,Neverland,0,1,30,30000
835,41_kostu_305,Neverland,0,1,30,30000
837,41_kostu_509,Mordor,0,1,30,30000
837,41_kostu_077,Neverland,1,0,20,20000
837,41_kostu_347,Mordor,0,1,30,30000
837,41_kostu_879,Mordor,0,1,30,30000
837,41_kostu_070,Oceania,0,1,30,30000
837,41_kostu_149,Neverland,1,0,20,20000
837,41_kostu_668,Oceania,1,0,20,20000
840,41_kostu_607,Oceania,0,1,30,30000
840,41_kostu_329,Neverland,1,0,20,20000
842,41_kostu_536,Mordor,1,0,20,20000
842,41_kostu_328,Mordor,0,1,30,30000
842,41_kostu_197,Oceania,0,1,30,30000
842,41_kostu_653,Mordor,0,1,30,30000
842,41_kostu_041,Neverland,1,0,20,20000
847,41_kostu_007,Mordor,1,0,20,20000
847,41_kostu_793,Neverland,1,0,20,20000
847,41_kostu_404,Mordor,1,0,20,20000
851,41_kostu_574,Mordor,0,1,30,30000
851,41_kostu_513,Lilliputa,0,1,30,30000
851,41_kostu_014,Neverland,0,1,30,30000
851,41_kostu_972,Lilliputa,1,0,20,20000
851,41_kostu_983,Neverland,1,0,20,20000
852,41_kostu_717,Mordor,0,1,30,30000
853,41_kostu_396,Lilliputa,1,0,20,20000
853,41_kostu_371,Oceania,0,1,30,30000
853,41_kostu_986,Mordor,0,1,30,30000
853,41_kostu_380,Lilliputa,0,1,30,30000
853,41_kostu_496,Mordor,0,1,30,30000
853,41_kostu_111,Mordor,1,0,20,20000
853,41_kostu_710,Lilliputa,0,1,30,30000
856,41_kostu_653,Neverland,0,1,30,30000
856,41_kostu_053,Neverland,1,0,20,20000
856,41_kostu_108,Neverland,1,0,20,20000
856,41_kostu_621,Neverland,0,1,30,30000
856,41_kostu_244,Oceania,1,0,20,20000
856,41_kostu_442,Lilliputa,1,0,20,20000
856,41_kostu_722,Lilliputa,0,1,30,30000
857,41_kostu_909,Oceania,0,1,30,30000
857,41_kostu_890,Oceania,0,1,30,30000
857,41_kostu_929,Lilliputa,0,1,30,30000
857,41_kostu_649,Lilliputa,1,0,20,20000
857,41_kostu_809,Neverland,0,1,30,30000
857,41_kostu_660,Mordor,1,0,20,20000
857,41_kostu_738,Oceania,1,0,20,20000
860,41_kostu_766,Neverland,1,0,20,20000
860,41_kostu_838,Lilliputa,1,0,20,20000
860,41_kostu_060,Mordor,1,0,20,20000
860,41_kostu_970,Mordor,0,1,30,30000
860,41_kostu_214,Mordor,1,0,20,20000
863,41_kostu_441,Oceania,1,0,20,20000
863,41_kostu_479,Mordor,1,0,20,20000
863,41_kostu_677,Oceania,1,0,20,20000
863,41_kostu_931,Lilliputa,0,1,30,30000
863,41_kostu_855,Oceania,0,1,30,30000
863,41_kostu_394,Mordor,0,1,30,30000
868,41_kostu_463,Neverland,1,0,20,20000
868,41_kostu_519,Lilliputa,0,1,30,30000
868,41_kostu_109,Mordor,0,1,30,30000
868,41_kostu_410,Neverland,1,0,20,20000
868,41_kostu_992,Lilliputa,1,0,20,20000
870,41_kostu_383,Oceania,0,1,30,30000
870,41_kostu_072,Oceania,1,0,20,20000
870,41_kostu_399,Mordor,1,0,20,20000
870,41_kostu_123,Oceania,1,0,20,20000
870,41_kostu_636,Neverland,1,0,20,20000
871,41_kostu_509,Mordor,1,0,20,20000
873,41_kostu_311,Mordor,1,0,20,20000
873,41_kostu_791,Oceania,1,0,20,20000
873,41_kostu_696,Oceania,0,1,30,30000
873,41_kostu_475,Oceania,0,1,30,30000
873,41_kostu_414,Mordor,0,1,30,30000
876,41_kostu_713,Mordor,0,1,30,30000
876,41_kostu_232,Lilliputa,0,1,30,30000
876,41_kostu_383,Oceania,1,0,20,20000
876,41_kostu_699,Neverland,0,1,30,30000
876,41_kostu_861,Oceania,1,0,20,20000
876,41_kostu_486,Oceania,1,0,20,20000
876,41_kostu_193,Mordor,0,1,30,30000
881,41_kostu_175,Lilliputa,1,0,20,20000
881,41_kostu_591,Neverland,1,0,20,20000
881,41_kostu_518,Neverland,1,0,20,20000
881,41_kostu_440,Lilliputa,1,0,20,20000
881,41_kostu_516,Neverland,1,0,20,20000
885,41_kostu_949,Neverland,1,0,20,20000
885,41_kostu_452,Neverland,1,0,20,20000
885,41_kostu_593,Mordor,0,1,30,30000
885,41_kostu_198,Mordor,0,1,30,30000
885,41_kostu_062,Lilliputa,0,1,30,30000
885,41_kostu_359,Lilliputa,0,1,30,30000
885,41_kostu_470,Mordor,0,1,30,30000
890,41_kostu_479,Oceania,0,1,30,30000
890,41_kostu_038,Oceania,0,1,30,30000
890,41_kostu_657,Neverland,1,0,20,20000
891,41_kostu_172,Oceania,0,1,30,30000
891,41_kostu_489,Neverland,0,1,30,30000
894,41_kostu_117,Mordor,1,0,20,20000
894,41_kostu_452,Lilliputa,1,0,20,20000
894,41_kostu_131,Oceania,0,1,30,30000
894,41_kostu_066,Neverland,0,1,30,30000
894,41_kostu_158,Oceania,1,0,20,20000
898,41_kostu_948,Oceania,1,0,20,20000
898,41_kostu_950,Oceania,1,0,20,20000
898,41_kostu_181,Oceania,0,1,30,30000
898,41_kostu_879,Oceania,0,1,30,30000
